game_id,SKU,title,price,description,years_active,publication_date,players,age_range,setup_time,playing_time,chance,category,has_extensions,has_accessories,has_apparel,popularity_tier,probability_apparel,probability_accessories,probability_extensions
1000005,174806769756,ridiculous black,24.95,,0,0,2,,< 1 minute,~15 minutes,None,Board Game,False,False,False,3,0.3,0.3,0.3
1000094,199675199122,comfortable mice,35.0,,0,0,0,,0,0,,Board Game,False,False,False,4,0.1,0.1,0.1
1000158,167278170034,grieving shrimp,35.0,,0,0,2 to 4 (2 to 6 on reverse side),,1 minute,about 30 minutes,,Board Game|Board game,True,False,False,4,0.1,0.1,0.1
1000187,140424601038,outdoor fiber,8.99,,0,0,3–6,,5–15 minutes,1 hour (player dependent),initial set-up,Board Game,True,False,True,1,1.0,1.0,1.0
1000029,134298570951,mixed lout,24.95,,0,0,2–4,,2–6 minutes,0,Medium (letters drawn),Board Game,False,False,False,4,0.1,0.1,0.1
1000070,165815136827,popular broom,33.99,,0,0,0,,0,0,,Board Game,False,False,False,4,0.1,0.1,0.1
1000077,159944198106,visible swan,12.99,,1991—,0,2–10,,5 minutes,60+ minutes,Some,Board Game,False,True,False,3,0.3,0.3,0.3
1000016,146070777397,aggregate crystallography,15.0,,0,0,2,,1 minute,35 minutes,,Board Game,True,False,False,3,0.3,0.3,0.3
1000117,107696280698,ugliest dependent,19.99,,0,0,3 to 8,,0,20 minutes,,Board Game,False,False,False,4,0.1,0.1,0.1
1000157,169231592649,colossal ping,8.99,,0,0,3 to 6,,0,60 minutes,,Board Game,False,False,False,4,0.1,0.1,0.1
1000161,125151848280,correct footrest,9.99,,0,0,2–6,,5–15 minutes,Approximately 1.5–3 hours,,Board Game|Calculation,False,True,False,2,0.75,0.75,0.75
1000254,170924856617,mathematical program,24.95,,0,0,2–4,,1–5 minutes,0,High (Cards),Board Game,False,False,False,4,0.1,0.1,0.1
1000140,164091776512,secure circumference,24.95,,0,0,1-4,,1 minute,45 minutes,Medium,Board Game|Strategic thought,False,False,False,4,0.1,0.1,0.1
1000182,158374508511,fluffy particle,33.99,,0,0,2-4,,1 minutes,45 minutes,Medium,Board Game|Strategic thought,True,False,True,1,1.0,1.0,1.0
1000203,192291742391,rival briefs,12.99,,0,0,2–4,,5 minutes,90 minutes,Low,Board Game|Strategy,False,True,False,2,0.75,0.75,0.75
1000266,188560428271,massive example,33.99,,0,0,0,,0,0,,Board Game,True,False,False,4,0.1,0.1,0.1
1000027,134548331917,mammoth shortwave,24.95,,"First documented in the 1800s, possibly played in the 1600s. Fallen somewhat out of use after the 1950s.",0,2,,30 seconds - 1 minute,5–60 minutes,,Board Game,False,True,True,1,1.0,1.0,1.0
1000180,126181976561,minor laundry,35.0,,0,0,2 or more,,<5 minutes,15 to 45 minutes,None,Board Game,False,True,False,4,0.1,0.1,0.1
1000205,172134788074,different digital,10.0,,0,"1999, 2008","4 or more, played in teams",,2 minutes,60 minutes,Little,Board Game|General knowledge,False,False,False,3,0.3,0.3,0.3
1000212,186039156892,delicate forest,25.0,,0,0,2–4,,1 minutes,~30 minutes,,Board Game,False,False,False,4,0.1,0.1,0.1
1000093,181818922951,wonderful flute,12.99,,2006–present,0,2–4 teams,,5 minutes,45 minutes,,Board Game,True,False,False,4,0.1,0.1,0.1
1000249,149177507748,varied slope,24.95,,0,0,2 to 4,,< 5 minutes,< 10 minutes,Complete,Board Game|Counting,True,False,False,2,0.75,0.75,0.75
1000011,153963643949,gross memory,4.5,,0,0,2,,0,0,None,Board Game,False,False,False,3,0.3,0.3,0.3
1000184,178288386742,ethnic push,4.5,,0,0,3 to 4,,0,0,,Board Game,False,False,False,3,0.3,0.3,0.3
1000051,174121602938,calm pleasure,4.5,,0,0,2 - 6,,2 minutes,30 mins to an hour,Dice rolls,Board Game|Strategy,True,False,False,4,0.1,0.1,0.1
1000119,164310772556,ready quotation,25.0,,0,0,2–4,,10 minutes,60–120 minutes,some,Board Game,False,False,False,4,0.1,0.1,0.1
1000113,114578571494,wet cadet,33.99,,0,0,3–6+ (depending on edition),,5–10 minutes,20–120+ minutes,Medium,Board Game|Prediction,True,False,False,4,0.1,0.1,0.1
1000103,124016555933,sparkling suitcase,33.99,,0,1955,2 to 6,,5-10 minutes,45-90 minutes,Medium,Board Game,False,False,False,3,0.3,0.3,0.3
1000194,105698185919,liable greenhouse,25.0,,0,0,2–4,,1–5 minutes,0,High (Cards),Board Game,True,False,True,1,1.0,1.0,1.0
1000084,120596758697,fatal awareness,10.0,,0,0,1 to 5,,5–10 minutes,30–60 minutes per player,,Board Game,True,True,False,3,0.3,0.3,0.3
1000030,139891051381,shared processing,24.95,,0,0,0,,0,0,,Board Game,False,True,False,3,0.3,0.3,0.3
1000133,133592958882,confident assistance,10.0,,0,0,0,,0,0,,Board Game,False,False,False,2,0.75,0.75,0.75
1000108,182270022756,nasty gene,4.5,,0,0,2-4,,5 minutes,30 minutes,Low,Board Game|Bluffing,False,False,False,2,0.75,0.75,0.75
1000174,182232002232,promising title,15.0,,0,0,2-4,,1-5 minutes,30-45 minutes,Very low,Board Game|Area visualisation,False,True,True,1,1.0,1.0,1.0
1000116,113773167819,strange probation,33.99,,0,2014,2 to 5,,approx. 5 minutes,60 to 120 minutes,,Board Game|Resource management,False,False,False,3,0.3,0.3,0.3
1000230,162871184978,standard duplexer,25.0,,0,0,2–6,,5–10 minutes,1–2 hours,Medium,Board Game,False,True,False,3,0.3,0.3,0.3
1000239,156648609351,distinctive poisoning,8.99,,0,0,1 or more,,< 2 minutes,Usually 5–15 minutes,None,Board Game,False,False,True,1,1.0,1.0,1.0
1000141,143756977645,favourite somewhere,10.0,,0,0,2–4,,10 minutes,90 minutes,Low,Board Game|Strategic thought,True,True,False,3,0.3,0.3,0.3
1000234,181157012321,delightful pool,12.99,,0,0,2-4,,0,0,,Board Game|Eye–hand coordination,False,False,False,4,0.1,0.1,0.1
1000067,135299244875,multiple spy,12.99,,0,2005,4-8,,5 minutes,45-60 minutes,High,Board Game,False,False,False,4,0.1,0.1,0.1
1000110,167517368544,intense queen,33.99,,0,0,0,,5 minutes,15 to 60 minutes,,Board Game|Deduction,False,False,False,4,0.1,0.1,0.1
1000028,189803681270,deep sort,9.99,,0,0,0,,0,0,,Board Game,False,False,False,4,0.1,0.1,0.1
1000137,112259482485,crazy granddaughter,8.99,,0,0,2-4,,1-5 minutes,15-30 minutes,None,Board Game|Path navigation,False,False,False,3,0.3,0.3,0.3
1000202,160486663189,handsome fresco,35.0,,0,0,2–5,,<5 minutes,1-2 Hours,Moderate,Board Game|Strategy,True,False,False,4,0.1,0.1,0.1
1000022,195390517840,calm aperitif,4.5,,1970 to present,0,2,,< 5 minutes,10–30 minutes,None,Board Game,True,False,False,4,0.1,0.1,0.1
1000143,179940230530,outstanding chug,15.0,,0,0,3 to 7,,5 minutes,40 minutes,,Board Game,False,False,False,4,0.1,0.1,0.1
1000054,127471083431,universal notoriety,33.99,,1932-1970s,1932,2–8,,5–15 minutes,Approximately 1.5–3 hours,,Board Game|Negotiation,False,False,False,4,0.1,0.1,0.1
1000250,190230474259,scornful spasm,35.0,,0,0,2–4,,0,10 minutes,Medium,Board Game|Dexterity,True,False,False,3,0.3,0.3,0.3
1000169,105225018102,possible bill,19.99,,0,0,3–5,,0,60-90 minutes,,Board Game,False,False,False,2,0.75,0.75,0.75
1000092,138778257325,retired wrong,12.99,,0,0,0,,0,0,,Board Game,True,False,False,4,0.1,0.1,0.1
1000151,146942511275,collective coal,35.0,,0,1986,3-5,,0,240 minutes / 4 hours,Low,Board Game|economic,False,False,False,2,0.75,0.75,0.75
1000267,179297362462,successive populist,12.99,,0,0,2–6,,2 minutes,10–180 minutes,Medium,Board Game,False,False,False,4,0.1,0.1,0.1
1000069,175288466804,cooperative courage,15.0,,0,0,2–6,,5–15 minutes,30 minutes,,Board Game|Teamwork,False,False,False,3,0.3,0.3,0.3
1000255,132701307689,western scheme,24.95,,0,0,2-4,,2 minutes,30 minutes/random,High (luck),Board Game|Reading/Counting,True,True,True,1,1.0,1.0,1.0
1000081,169218031708,jolly fascia,10.0,,0,0,3-6,,5 minutes,90 minutes,Tile drawing,Board Game|Tile laying,False,False,False,2,0.75,0.75,0.75
1000162,179457272263,tender tinkle,9.99,,0,0,3-5,,5 minutes,60 minutes,Low,Board Game|Hand management,False,False,False,4,0.1,0.1,0.1
1000124,112178744448,post-war skywalk,9.99,,1974–present,0,0,,0,Varies,,Board Game|Fantasy,True,False,True,1,1.0,1.0,1.0
1000105,160558556111,prominent hardening,24.95,,0,0,2 to 5,,5 minutes,60–180 minutes,None; although initial turn order and placement of the initial 6 buildings are random,Board Game,False,True,False,4,0.1,0.1,0.1
1000142,101687003159,wet stamen,4.5,,0,0,2-7 (4-7 for full game),,10-15 minutes,3-7 hours,Medium,Board Game,False,False,False,4,0.1,0.1,0.1
1000024,111133779786,reasonable godmother,8.99,,0,0,2,,< 5 minutes,30 minutes,None,Board Game,False,False,False,4,0.1,0.1,0.1
1000002,197026933837,organic creek,12.99,,0,0,2,,< 1 minute,20 minutes,None,Board Game|Deduction,False,False,False,3,0.3,0.3,0.3
1000071,116332714401,real curler,33.99,,0,0,2 to 6,,30 minutes,2 to 4 hours,Medium,Board Game,True,False,False,2,0.75,0.75,0.75
1000149,155965905341,sick toothpaste,35.0,,0,0,2–6,,5–10 minutes,15–80 minutes,Medium,Board Game,True,False,False,3,0.3,0.3,0.3
1000176,164503531318,beneficial mind,15.0,,0,2006,2-4 Players,,1 minute,30–45 minutes,Moderate,Board Game|Strategy,True,True,False,2,0.75,0.75,0.75
1000253,109378538384,ethical birdbath,9.99,,0,0,2+,,Negligible,15–45 minutes,Entirely,Board Game,False,False,False,2,0.75,0.75,0.75
1000038,197883957968,remote oar,15.0,,0,0,0,,0,0,,Board Game,False,False,False,3,0.3,0.3,0.3
1000208,178932808287,terrible segment,24.95,,0,0,2–6,,5 minutes,2 hours,Medium,Board Game|Resource Allocation,False,False,False,4,0.1,0.1,0.1
1000232,196370173779,premier profession,19.99,,0,0,2–5,,<5 minutes,1-2 Hours,Moderate,Board Game|Strategy,True,True,False,2,0.75,0.75,0.75
1000112,185145796388,persistent bonnet,15.0,,0,0,2–6,,<5 minutes,45 Minutes,Moderate,Board Game|Programming,False,False,False,4,0.1,0.1,0.1
1000098,129641622788,damp department,33.99,,0,0,0,,0,0,,Board Game,True,False,False,2,0.75,0.75,0.75
1000135,100789046105,intensive independent,35.0,,0,0,2-4,,Less than 5 minutes,90-120 minutes,Low,Board Game|Some knowledge of American and/or Canadian football,False,True,False,4,0.1,0.1,0.1
1000123,137869708540,just monitor,10.0,,0,0,2 to 4,,0,30 to 45 minutes,,Board Game,False,False,False,4,0.1,0.1,0.1
1000033,112421290008,victorian uzbekistan,35.0,,since 1946,0,2,,2 to 10 minutes,30 to 120 minutes,None,Board Game,False,False,False,4,0.1,0.1,0.1
1000014,102074775082,fierce palm,33.99,,0,0,2,,2 minutes,30 minutes,None,Board Game,False,True,False,4,0.1,0.1,0.1
1000199,182522887363,empty maximum,24.95,,0,0,2 to 5,,approx. 10 minutes,30 mins per player,Very Low,Board Game|Resource management,True,True,False,3,0.3,0.3,0.3
1000057,170107909512,parallel fill,15.0,,0,0,2 or more,,20+ minutes,1+ hours,Medium,Board Game,False,False,False,4,0.1,0.1,0.1
1000044,111211104404,wandering estimate,24.95,,0,0,4–7 (3–8 with expansion sets),,approx. 5-10 min.,20–90 minutes,Card drawing,Board Game|Card playing,False,False,False,3,0.3,0.3,0.3
1000026,149434246913,perfect philippines,10.0,,0,2006,2-4 Players,,1 minute,30–45 minutes,Moderate,Board Game|Strategy,False,True,False,3,0.3,0.3,0.3
1000164,126349265224,inner hobby,15.0,,0,0,3–5,,< 5 minutes,30-45 minutes,Medium,Board Game,True,False,False,4,0.1,0.1,0.1
1000088,130802698518,colonial century,19.99,,0,0,3–5,,5 minutes,60–90 minutes,,Board Game,True,False,False,3,0.3,0.3,0.3
1000006,192134336903,ethical young,25.0,,at least 5000,0,2,,<1 minute,30 minutes – 2 hours,None,Board Game,False,False,False,3,0.3,0.3,0.3
1000146,100367597173,strong trip,9.99,,0,0,1 to 5,,5–10 minutes,30-60 minutes per player,Very Low,Board Game,False,True,False,4,0.1,0.1,0.1
1000080,146613949117,giant believe,12.99,,0,0,the minimum is 2 the maximum is 16,,< 1 minutes,1 hour,Medium,Board Game,True,False,False,4,0.1,0.1,0.1
1000007,161797005097,light stacking,19.99,,c. 6th-century India to present,0,2,,0,0,None,Board Game,False,False,False,2,0.75,0.75,0.75
1000132,168965600763,welcome wingtip,4.5,,0,0,3-8,,Approx. 5 minutes,45-75 minutes,Low,Board Game,False,False,False,2,0.75,0.75,0.75
1000100,122947409519,Sound judge,25.0,,0,1949,2–4,,3 minutes,15–21 minutes,Complete,Board Game|Color recognition,False,False,False,3,0.3,0.3,0.3
1000217,187168137883,normal hook,15.0,,0,0,0,,approx. 5 minutes,approx. 2 hours,Low,Board Game,False,False,False,3,0.3,0.3,0.3
1000206,106939851008,enormous county,19.99,,0,0,2–4,,5 minutes,> 60 minutes,,Board Game|Strategic thought,False,False,False,3,0.3,0.3,0.3
1000241,150924213916,semantic kale,35.0,,0,0,0,,0,0,,Board Game,False,False,False,4,0.1,0.1,0.1
1000078,116240539529,slow buffer,15.0,,0,0,2–6,,3 minutes,45–60 minutes,Low,Board Game|Strategy,False,False,False,4,0.1,0.1,0.1
1000035,122785493391,pleased fiddle,33.99,,4th–12th centuries,0,2,,< 1 minute,Typically 5–20 minutes,None,Board Game,False,True,False,4,0.1,0.1,0.1
1000023,140767637254,worried baseball,25.0,,> 2000 years ago to present,0,2,,< 1 minute,5–60 minutes,None,Board Game,False,False,False,4,0.1,0.1,0.1
1000218,199874744770,major fiction,12.99,,0,0,1+,,0,30 minutes,High,Board Game,False,False,False,2,0.75,0.75,0.75
1000136,188016671647,sympathetic payment,9.99,,0,1991,3-6,,0,180 minutes,,Board Game,False,False,False,2,0.75,0.75,0.75
1000073,138652416231,helpful employ,25.0,,0,0,2–6,,5–10 minutes,1–8 (or more) hours (player dependent),medium,Board Game,False,False,False,3,0.3,0.3,0.3
1000224,173199759428,healthy retina,12.99,,0,2011,2–5,,0,60 minutes,,Board Game|board game,False,False,False,2,0.75,0.75,0.75
1000227,122648907091,steep tree,35.0,,since 1957,0,2–6,,5–15 minutes,1–8 hours,"Medium (5 dice, cards)",Board Game,False,False,False,2,0.75,0.75,0.75
1000165,134001731583,lucky role,25.0,,0,0,2–6,,5–10 minutes,1-3 hours,,Board Game|Dice rolling,False,True,False,2,0.75,0.75,0.75
1000145,131776378459,weary gladiolus,24.95,,0,0,2–5,,<1 minute,15-30 minutes,High,Board Game|Probability theory,True,False,False,3,0.3,0.3,0.3
1000139,188937171897,outstanding detention,33.99,,0,0,2–6,,10 minutes,120 minutes,None,Board Game,True,True,False,3,0.3,0.3,0.3
1000172,137647507838,super analysis,15.0,,0,0,2 to 5,,5–10 minutes,60–120 minutes,Medium,Board Game,True,True,False,4,0.1,0.1,0.1
1000037,102408404598,rubber foam,4.5,,0,2005,2,,5–15 minutes,3 hours,,Board Game,False,True,False,4,0.1,0.1,0.1
1000000,147936518623,revolutionary drizzle,9.99,,0,0,2 (or more),,20-60 seconds,10 minutes-2 hours,None,Board Game,True,False,False,2,0.75,0.75,0.75
1000261,147400546253,whole coliseum,12.99,,0,0,2–5,,5 minutes,45–75 minutes,,Board Game|Cooperation,False,False,False,4,0.1,0.1,0.1
1000090,111831323489,amused passive,35.0,,0,0,2–5,,< 1 min,About 90 minutes,Medium,Board Game,False,False,False,2,0.75,0.75,0.75
1000226,152443510388,sad bongo,25.0,,0,0,2 to 6,,10-15 minutes,120+ minutes,Medium,Board Game,False,False,False,4,0.1,0.1,0.1
